program;lopnr;female;kull;termin;tnr;status;poang_p;kullnr;ptnr
K;4926;0;20002;20052;25;-5;15;15;11
M;4927;0;19952;19952;5;1;6;5;1
M;4927;0;19952;19961;6;2;12;5;2
M;4927;0;19952;19962;7;3;10.5;5;3
M;4927;0;19952;19971;8;3;12;5;4
M;4927;0;19952;19972;9;3;22.5;5;5
M;4927;0;19952;19981;10;4;30;5;6
M;4927;0;19952;19982;11;5;25.5;5;7
M;4927;0;19952;19991;12;6;27.7;5;8
M;4927;0;19952;19992;13;7;33;5;9
M;4927;0;19952;20001;14;8;40.5;5;10
M;4927;0;19952;20002;15;-5;50.2;5;11
F;4928;1;20102;20102;35;1;30;35;1
F;4928;1;20102;20111;36;2;30;35;2
F;4928;1;20102;20112;37;3;23.5;35;3
F;4928;1;20102;20121;38;4;37;35;4
F;4928;1;20102;20122;39;5;22.5;35;5
F;4928;1;20102;20131;40;6;38;35;6
F;4928;1;20102;20132;41;7;30;35;7
F;4928;1;20102;20141;42;8;30;35;8
F;4928;1;20102;20142;43;-3;0;35;9
F;4928;1;20102;20151;44;-3;0;35;10
F;4928;1;20102;20152;45;10;0;35;11
F;4928;1;20102;20161;46;-5;30;35;12
E;4929;0;19932;19932;1;1;16.5;1;1
E;4929;0;19932;19941;2;2;28.5;1;2
E;4929;0;19932;19942;3;3;21;1;3
E;4929;0;19932;19951;4;4;21;1;4
E;4929;0;19932;19952;5;5;15;1;5
E;4929;0;19932;19961;6;6;45;1;6
E;4929;0;19932;19962;7;7;45;1;7
E;4929;0;19932;19971;8;8;28.5;1;8
E;4929;0;19932;19972;9;9;15;1;9
E;4929;0;19932;19981;10;9;52.5;1;10
E;4929;0;19932;19982;11;-4;0;1;11
E;4929;0;19932;19991;12;-4;0;1;12
E;4929;0;19932;19992;13;-4;0;1;13
E;4929;0;19932;20001;14;-4;0;1;14
E;4929;0;19932;20002;15;-5;0;1;15
W;4930;1;20102;20102;35;1;30;35;1
W;4930;1;20102;20111;36;2;30;35;2
W;4930;1;20102;20112;37;3;30.5;35;3
W;4930;1;20102;20121;38;4;30;35;4
W;4930;1;20102;20122;39;5;22;35;5
W;4930;1;20102;20131;40;6;32;35;6
W;4930;1;20102;20132;41;7;25.5;35;7
W;4930;1;20102;20141;42;8;40.5;35;8
W;4930;1;20102;20142;43;9;30;35;9
W;4930;1;20102;20151;44;10;30;35;10
W;4930;1;20102;20152;45;-5;0;35;11
M;4931;0;20142;20142;43;1;17.5;43;1
M;4931;0;20142;20151;44;2;22;43;2
M;4931;0;20142;20152;45;3;3;43;3
M;4931;0;20142;20161;46;4;35.5;43;4
L;4932;1;20022;20022;19;1;27;19;1
L;4932;1;20022;20031;20;2;33;19;2
L;4932;1;20022;20032;21;3;27;19;3
L;4932;1;20022;20041;22;4;33;19;4
L;4932;1;20022;20042;23;5;27;19;5
L;4932;1;20022;20051;24;6;33;19;6
L;4932;1;20022;20052;25;7;49.5;19;7
L;4932;1;20022;20061;26;8;30;19;8
L;4932;1;20022;20062;27;-2;0;19;9
L;4932;1;20022;20071;28;9;30;19;10
L;4932;1;20022;20072;29;-5;0;19;11
M;4933;1;19942;19942;3;1;7.5;3;1
M;4933;1;19942;19951;4;2;15;3;2
M;4933;1;19942;19952;5;3;38.2;3;3
M;4933;1;19942;19961;6;4;27;3;4
M;4933;1;19942;19962;7;5;21;3;5
M;4933;1;19942;19971;8;6;33.7;3;6
M;4933;1;19942;19972;9;7;38.9;3;7
M;4933;1;19942;19981;10;8;31.5;3;8
M;4933;1;19942;19982;11;9;19.5;3;9
M;4933;1;19942;19991;12;-5;42;3;10
E;4934;0;19952;19952;5;1;7.5;5;1
E;4934;0;19952;19961;6;2;21;5;2
E;4934;0;19952;19962;7;3;0;5;3
E;4934;0;19952;19971;8;3;36;5;4
E;4934;0;19952;19972;9;3;7.5;5;5
E;4934;0;19952;19981;10;-4;0;5;6
E;4934;0;19952;19982;11;3;9;5;7
E;4934;0;19952;19991;12;-7;6;5;8
F;4935;0;19962;19962;7;1;0;7;1
F;4935;0;19962;19971;8;2;6;7;2
F;4935;0;19962;19972;9;2;25.5;7;3
F;4935;0;19962;19981;10;2;21;7;4
F;4935;0;19962;19982;11;-2;0;7;5
F;4935;0;19962;19991;12;-2;0;7;6
F;4935;0;19962;19992;13;-2;0;7;7
F;4935;0;19962;20001;14;-2;0;7;8
F;4935;0;19962;20002;15;-4;0;7;9
F;4935;0;19962;20011;16;-4;0;7;10
F;4935;0;19962;20012;17;-4;0;7;11
F;4935;0;19962;20021;18;-7;0;7;12
P;4936;0;20112;20112;37;1;25.5;37;1
P;4936;0;20112;20121;38;2;32;37;2
P;4936;0;20112;20122;39;3;25.5;37;3
P;4936;0;20112;20131;40;4;37.5;37;4
P;4936;0;20112;20132;41;5;25.5;37;5
P;4936;0;20112;20141;42;6;27;37;6
P;4936;0;20112;20142;43;7;24.5;37;7
P;4936;0;20112;20151;44;-2;7;37;8
P;4936;0;20112;20152;45;9;15;37;9
P;4936;0;20112;20161;46;10;27;37;10
K;4937;1;19932;19932;1;1;15;1;1
K;4937;1;19932;19941;2;2;43.5;1;2
K;4937;1;19932;19942;3;3;28.5;1;3
K;4937;1;19932;19951;4;4;33;1;4
K;4937;1;19932;19952;5;5;10.5;1;5
K;4937;1;19932;19961;6;-2;12;1;6
K;4937;1;19932;19962;7;7;28.5;1;7
K;4937;1;19932;19971;8;7;31.5;1;8
K;4937;1;19932;19972;9;7;22.5;1;9
K;4937;1;19932;19981;10;8;7.5;1;10
K;4937;1;19932;19982;11;-3;9;1;11
K;4937;1;19932;19991;12;-5;30;1;12
D;4938;0;20102;20102;35;1;23.5;35;1
D;4938;0;20102;20111;36;2;15.5;35;2
D;4938;0;20102;20112;37;3;13.5;35;3
D;4938;0;20102;20121;38;4;15;35;4
D;4938;0;20102;20122;39;5;18;35;5
D;4938;0;20102;20131;40;6;18;35;6
D;4938;0;20102;20132;41;7;10;35;7
D;4938;0;20102;20141;42;8;14;35;8
D;4938;0;20102;20142;43;9;29;35;9
D;4938;0;20102;20151;44;10;40.5;35;10
D;4938;0;20102;20152;45;10;25;35;11
D;4938;0;20102;20161;46;10;10;35;12
F;4939;0;20102;20102;35;1;30;35;1
F;4939;0;20102;20111;36;2;30;35;2
F;4939;0;20102;20112;37;3;38;35;3
F;4939;0;20102;20121;38;4;34.5;35;4
F;4939;0;20102;20122;39;5;29;35;5
F;4939;0;20102;20131;40;6;31.5;35;6
F;4939;0;20102;20132;41;7;36;35;7
F;4939;0;20102;20141;42;8;34;35;8
F;4939;0;20102;20142;43;-5;37.5;35;9
E;4940;1;20062;20062;27;1;4.5;27;1
E;4940;1;20062;20071;28;2;13.5;27;2
E;4940;1;20062;20072;29;3;0;27;3
E;4940;1;20062;20081;30;-2;0;27;4
E;4940;1;20062;20082;31;3;6.5;27;5
E;4940;1;20062;20091;32;3;4.5;27;6
E;4940;1;20062;20092;33;3;4.5;27;7
E;4940;1;20062;20101;34;3;33.5;27;8
E;4940;1;20062;20102;35;5;10.5;27;9
E;4940;1;20062;20111;36;5;24;27;10
E;4940;1;20062;20112;37;7;32;27;11
E;4940;1;20062;20121;38;8;35;27;12
E;4940;1;20062;20122;39;9;22.5;27;13
E;4940;1;20062;20131;40;9;22.5;27;14
E;4940;1;20062;20132;41;9;0;27;15
E;4940;1;20062;20141;42;9;37.5;27;16
E;4940;1;20062;20142;43;9;0;27;17
E;4940;1;20062;20151;44;-7;12;27;18
D;4941;0;19992;19992;13;1;15;13;1
D;4941;0;19992;20001;14;2;37.5;13;2
D;4941;0;19992;20002;15;3;33;13;3
D;4941;0;19992;20011;16;4;34.5;13;4
D;4941;0;19992;20012;17;5;34.5;13;5
D;4941;0;19992;20021;18;6;31.5;13;6
D;4941;0;19992;20022;19;7;27;13;7
D;4941;0;19992;20031;20;8;30;13;8
D;4941;0;19992;20032;21;9;30;13;9
D;4941;0;19992;20041;22;9;37.5;13;10
D;4941;0;19992;20042;23;-4;0;13;11
D;4941;0;19992;20051;24;-4;0;13;12
D;4941;0;19992;20052;25;-4;0;13;13
D;4941;0;19992;20061;26;-5;0;13;14
N;4942;1;20092;20092;33;1;7;33;1
N;4942;1;20092;20101;34;2;7;33;2
N;4942;1;20092;20102;35;3;0;33;3
N;4942;1;20092;20111;36;3;0;33;4
N;4942;1;20092;20112;37;-7;0;33;5
I;4943;1;20042;20042;23;1;22.5;23;1
I;4943;1;20042;20051;24;2;37.5;23;2
I;4943;1;20042;20052;25;3;34.5;23;3
I;4943;1;20042;20061;26;4;30;23;4
I;4943;1;20042;20062;27;5;31.5;23;5
I;4943;1;20042;20071;28;6;28.5;23;6
I;4943;1;20042;20072;29;-2;0;23;7
I;4943;1;20042;20081;30;8;31.5;23;8
I;4943;1;20042;20082;31;-3;0;23;9
I;4943;1;20042;20091;32;-5;30;23;10
F;4944;0;19992;19992;13;1;25.5;13;1
F;4944;0;19992;20001;14;2;36;13;2
F;4944;0;19992;20002;15;3;22.5;13;3
F;4944;0;19992;20011;16;4;34.5;13;4
F;4944;0;19992;20012;17;5;21;13;5
F;4944;0;19992;20021;18;6;18;13;6
F;4944;0;19992;20022;19;-2;7.5;13;7
F;4944;0;19992;20031;20;-2;7.5;13;8
F;4944;0;19992;20032;21;7;28.5;13;9
F;4944;0;19992;20041;22;8;24;13;10
F;4944;0;19992;20042;23;8;15;13;11
F;4944;0;19992;20051;24;-5;30;13;12
K;4945;0;19972;19972;9;1;39;9;1
K;4945;0;19972;19981;10;2;37.5;9;2
K;4945;0;19972;19982;11;3;33;9;3
K;4945;0;19972;19991;12;4;27;9;4
K;4945;0;19972;19992;13;5;34.5;9;5
K;4945;0;19972;20001;14;6;40.5;9;6
K;4945;0;19972;20002;15;7;27;9;7
K;4945;0;19972;20011;16;-5;30;9;8
V;4946;0;20042;20042;23;1;16.5;23;1
V;4946;0;20042;20051;24;2;37.5;23;2
V;4946;0;20042;20052;25;3;25.5;23;3
V;4946;0;20042;20061;26;4;22.5;23;4
V;4946;0;20042;20062;27;5;45;23;5
V;4946;0;20042;20071;28;-2;0;23;6
V;4946;0;20042;20072;29;-2;0;23;7
V;4946;0;20042;20081;30;6;29;23;8
V;4946;0;20042;20082;31;7;41.5;23;9
V;4946;0;20042;20091;32;8;25.5;23;10
V;4946;0;20042;20092;33;9;16.5;23;11
V;4946;0;20042;20101;34;-3;0;23;12
V;4946;0;20042;20102;35;-4;0;23;13
V;4946;0;20042;20111;36;9;30;23;14
V;4946;0;20042;20112;37;-4;0;23;15
V;4946;0;20042;20121;38;-4;0;23;16
V;4946;0;20042;20122;39;-4;0;23;17
V;4946;0;20042;20131;40;-5;0;23;18
L;4947;0;20052;20052;25;1;27;25;1
L;4947;0;20052;20061;26;2;39;25;2
L;4947;0;20052;20062;27;3;27;25;3
L;4947;0;20052;20071;28;4;27;25;4
L;4947;0;20052;20072;29;5;27;25;5
L;4947;0;20052;20081;30;-3;0;25;6
L;4947;0;20052;20082;31;-3;0;25;7
L;4947;0;20052;20091;32;7;33;25;8
L;4947;0;20052;20092;33;8;30;25;9
L;4947;0;20052;20101;34;-5;0;25;10
M;4948;0;20092;20092;33;1;6;33;1
M;4948;0;20092;20101;34;2;11;33;2
M;4948;0;20092;20102;35;-2;0;33;3
M;4948;0;20092;20111;36;2;0;33;4
M;4948;0;20092;20112;37;-7;0;33;5
M;4949;0;20152;20152;45;1;22;45;1
M;4949;0;20152;20161;46;2;17;45;2
E;4950;0;19992;19992;13;1;6;13;1
E;4950;0;19992;20001;14;2;34.5;13;2
E;4950;0;19992;20002;15;3;16.5;13;3
E;4950;0;19992;20011;16;4;28.5;13;4
E;4950;0;19992;20012;17;5;15;13;5
E;4950;0;19992;20021;18;5;25.5;13;6
E;4950;0;19992;20022;19;5;28.5;13;7
E;4950;0;19992;20031;20;6;39;13;8
E;4950;0;19992;20032;21;7;24;13;9
E;4950;0;19992;20041;22;8;39;13;10
E;4950;0;19992;20042;23;9;12;13;11
E;4950;0;19992;20051;24;-5;7.5;13;12
C;4951;0;20142;20142;43;1;17;43;1
C;4951;0;20142;20151;44;2;30;43;2
C;4951;0;20142;20152;45;3;20;43;3
C;4951;0;20142;20161;46;4;22.5;43;4
V;4952;0;20012;20012;17;1;24;17;1
V;4952;0;20012;20021;18;2;27;17;2
V;4952;0;20012;20022;19;3;13.5;17;3
V;4952;0;20012;20031;20;4;40.5;17;4
V;4952;0;20012;20032;21;5;9;17;5
V;4952;0;20012;20041;22;6;36;17;6
V;4952;0;20012;20042;23;7;21;17;7
V;4952;0;20012;20051;24;7;28.5;17;8
V;4952;0;20012;20052;25;8;27;17;9
V;4952;0;20012;20061;26;8;16.5;17;10
V;4952;0;20012;20062;27;9;30;17;11
V;4952;0;20012;20071;28;-5;0;17;12
W;4953;0;20112;20112;37;1;30;37;1
W;4953;0;20112;20121;38;2;30;37;2
W;4953;0;20112;20122;39;-2;0;37;3
W;4953;0;20112;20131;40;-2;0;37;4
W;4953;0;20112;20132;41;3;0;37;5
W;4953;0;20112;20141;42;4;0;37;6
W;4953;0;20112;20142;43;5;0;37;7
W;4953;0;20112;20151;44;-4;0;37;8
W;4953;0;20112;20152;45;-4;0;37;9
W;4953;0;20112;20161;46;-4;0;37;10
M;4954;0;19942;19942;3;1;6;3;1
M;4954;0;19942;19951;4;2;28.5;3;2
M;4954;0;19942;19952;5;3;0;3;3
M;4954;0;19942;19961;6;4;0;3;4
M;4954;0;19942;19962;7;4;4.5;3;5
M;4954;0;19942;19971;8;4;27.7;3;6
M;4954;0;19942;19972;9;-2;6.7;3;7
M;4954;0;19942;19981;10;-2;6;3;8
M;4954;0;19942;19982;11;-4;0;3;9
M;4954;0;19942;19991;12;-4;0;3;10
M;4954;0;19942;19992;13;-4;0;3;11
M;4954;0;19942;20001;14;-4;0;3;12
M;4954;0;19942;20002;15;-4;0;3;13
M;4954;0;19942;20011;16;4;10.5;3;14
M;4954;0;19942;20012;17;-4;0;3;15
M;4954;0;19942;20021;18;-4;0;3;16
M;4954;0;19942;20022;19;-4;0;3;17
M;4954;0;19942;20031;20;-7;0;3;18
I;4955;1;20002;20002;15;1;22.5;15;1
I;4955;1;20002;20011;16;2;6;15;2
I;4955;1;20002;20012;17;-4;0;15;3
I;4955;1;20002;20021;18;-4;0;15;4
I;4955;1;20002;20022;19;-4;0;15;5
I;4955;1;20002;20031;20;-4;0;15;6
I;4955;1;20002;20032;21;-4;0;15;7
I;4955;1;20002;20041;22;-4;0;15;8
I;4955;1;20002;20042;23;-4;0;15;9
I;4955;1;20002;20051;24;-4;0;15;10
I;4955;1;20002;20052;25;-4;0;15;11
I;4955;1;20002;20061;26;-4;0;15;12
I;4955;1;20002;20062;27;-4;0;15;13
I;4955;1;20002;20071;28;-4;0;15;14
I;4955;1;20002;20072;29;-4;0;15;15
I;4955;1;20002;20081;30;-4;0;15;16
I;4955;1;20002;20082;31;-4;0;15;17
I;4955;1;20002;20091;32;-4;0;15;18
I;4955;1;20002;20092;33;-4;0;15;19
I;4955;1;20002;20101;34;-4;0;15;20
I;4955;1;20002;20102;35;-7;0;15;21
D;4956;0;20122;20122;39;1;18.5;39;1
D;4956;0;20122;20131;40;2;20.5;39;2
D;4956;0;20122;20132;41;3;23;39;3
D;4956;0;20122;20141;42;4;19;39;4
D;4956;0;20122;20142;43;5;22;39;5
D;4956;0;20122;20151;44;6;24;39;6
D;4956;0;20122;20152;45;7;17.5;39;7
D;4956;0;20122;20161;46;8;35.5;39;8
M;4957;0;20022;20022;19;1;9;19;1
M;4957;0;20022;20031;20;2;6;19;2
M;4957;0;20022;20032;21;3;0;19;3
M;4957;0;20022;20041;22;-4;0;19;4
M;4957;0;20022;20042;23;-4;0;19;5
M;4957;0;20022;20051;24;-4;0;19;6
M;4957;0;20022;20052;25;-4;0;19;7
M;4957;0;20022;20061;26;-4;0;19;8
M;4957;0;20022;20062;27;-4;0;19;9
M;4957;0;20022;20071;28;-4;0;19;10
M;4957;0;20022;20072;29;-4;0;19;11
M;4957;0;20022;20081;30;-4;0;19;12
M;4957;0;20022;20082;31;-4;0;19;13
M;4957;0;20022;20091;32;-4;0;19;14
M;4957;0;20022;20092;33;-4;0;19;15
M;4957;0;20022;20101;34;-4;0;19;16
M;4957;0;20022;20102;35;-4;0;19;17
M;4957;0;20022;20111;36;-7;0;19;18
W;4958;1;20002;20002;15;1;34.5;15;1
W;4958;1;20002;20011;16;2;31.5;15;2
W;4958;1;20002;20012;17;3;42;15;3
W;4958;1;20002;20021;18;4;42;15;4
W;4958;1;20002;20022;19;-2;0;15;5
W;4958;1;20002;20031;20;-2;0;15;6
W;4958;1;20002;20032;21;5;24;15;7
W;4958;1;20002;20041;22;6;36;15;8
W;4958;1;20002;20042;23;7;15;15;9
W;4958;1;20002;20051;24;8;37.5;15;10
W;4958;1;20002;20052;25;-5;0;15;11
E;4959;0;20092;20092;33;1;7.5;33;1
E;4959;0;20092;20101;34;2;16.5;33;2
E;4959;0;20092;20102;35;3;19;33;3
E;4959;0;20092;20111;36;4;18.5;33;4
E;4959;0;20092;20112;37;5;13.5;33;5
E;4959;0;20092;20121;38;6;18;33;6
E;4959;0;20092;20122;39;7;0;33;7
E;4959;0;20092;20131;40;8;21;33;8
E;4959;0;20092;20132;41;9;8.5;33;9
E;4959;0;20092;20141;42;10;7.5;33;10
E;4959;0;20092;20142;43;10;0;33;11
E;4959;0;20092;20151;44;10;22.5;33;12
E;4959;0;20092;20152;45;10;1;33;13
E;4959;0;20092;20161;46;10;7.5;33;14
I;4960;0;20052;20052;25;1;30;25;1
I;4960;0;20052;20061;26;2;30;25;2
I;4960;0;20052;20062;27;3;21;25;3
I;4960;0;20052;20071;28;4;19.5;25;4
I;4960;0;20052;20072;29;5;28.5;25;5
I;4960;0;20052;20081;30;6;37.5;25;6
I;4960;0;20052;20082;31;7;13.5;25;7
I;4960;0;20052;20091;32;7;30;25;8
I;4960;0;20052;20092;33;8;0;25;9
I;4960;0;20052;20101;34;-4;0;25;10
I;4960;0;20052;20102;35;-4;0;25;11
I;4960;0;20052;20111;36;-4;0;25;12
I;4960;0;20052;20112;37;8;30;25;13
I;4960;0;20052;20121;38;-4;0;25;14
I;4960;0;20052;20122;39;-7;0;25;15
K;4961;1;19962;19962;7;1;25.5;7;1
K;4961;1;19962;19971;8;2;31.5;7;2
K;4961;1;19962;19972;9;3;24;7;3
K;4961;1;19962;19981;10;4;21;7;4
K;4961;1;19962;19982;11;5;31.5;7;5
K;4961;1;19962;19991;12;6;27;7;6
K;4961;1;19962;19992;13;7;21;7;7
K;4961;1;19962;20001;14;8;49.5;7;8
K;4961;1;19962;20002;15;9;6;7;9
K;4961;1;19962;20011;16;9;30;7;10
K;4961;1;19962;20012;17;-5;0;7;11
B;4962;1;20012;20012;17;1;21;17;1
B;4962;1;20012;20021;18;2;40.5;17;2
B;4962;1;20012;20022;19;3;27;17;3
B;4962;1;20012;20031;20;4;22.5;17;4
B;4962;1;20012;20032;21;5;30;17;5
B;4962;1;20012;20041;22;6;33;17;6
B;4962;1;20012;20042;23;-2;0;17;7
B;4962;1;20012;20051;24;-3;0;17;8
B;4962;1;20012;20052;25;-3;0;17;9
B;4962;1;20012;20061;26;9;34.5;17;10
B;4962;1;20012;20062;27;-5;0;17;11
F;4963;0;20102;20102;35;1;11;35;1
F;4963;0;20102;20111;36;2;36;35;2
F;4963;0;20102;20112;37;3;19.5;35;3
F;4963;0;20102;20121;38;3;13;35;4
F;4963;0;20102;20122;39;-2;6;35;5
F;4963;0;20102;20131;40;4;22.5;35;6
F;4963;0;20102;20132;41;5;16.5;35;7
F;4963;0;20102;20141;42;6;30;35;8
F;4963;0;20102;20142;43;7;30;35;9
F;4963;0;20102;20151;44;8;42.5;35;10
F;4963;0;20102;20152;45;9;12.5;35;11
F;4963;0;20102;20161;46;10;26;35;12
E;4964;0;20082;20082;31;1;22.5;31;1
E;4964;0;20082;20091;32;2;16.5;31;2
E;4964;0;20082;20092;33;3;18;31;3
E;4964;0;20082;20101;34;4;28;31;4
E;4964;0;20082;20102;35;5;13;31;5
E;4964;0;20082;20111;36;6;34;31;6
E;4964;0;20082;20112;37;7;16.5;31;7
E;4964;0;20082;20121;38;8;1.5;31;8
E;4964;0;20082;20122;39;9;0;31;9
E;4964;0;20082;20131;40;-4;0;31;10
E;4964;0;20082;20132;41;-7;0;31;11
W;4965;1;20012;20012;17;1;10.5;17;1
W;4965;1;20012;20021;18;2;27;17;2
W;4965;1;20012;20022;19;-2;0;17;3
W;4965;1;20012;20031;20;-2;0;17;4
W;4965;1;20012;20032;21;-4;0;17;5
W;4965;1;20012;20041;22;-4;0;17;6
W;4965;1;20012;20042;23;-4;0;17;7
W;4965;1;20012;20051;24;-4;0;17;8
W;4965;1;20012;20052;25;-4;0;17;9
W;4965;1;20012;20061;26;-4;0;17;10
W;4965;1;20012;20062;27;-4;0;17;11
W;4965;1;20012;20071;28;-4;0;17;12
W;4965;1;20012;20072;29;-4;0;17;13
W;4965;1;20012;20081;30;-4;0;17;14
W;4965;1;20012;20082;31;-4;0;17;15
W;4965;1;20012;20091;32;-4;0;17;16
W;4965;1;20012;20092;33;-4;0;17;17
W;4965;1;20012;20101;34;-4;0;17;18
W;4965;1;20012;20102;35;-4;0;17;19
W;4965;1;20012;20111;36;-7;0;17;20
M;4966;0;20102;20102;35;1;17;35;1
M;4966;0;20102;20111;36;2;25;35;2
M;4966;0;20102;20112;37;3;23;35;3
M;4966;0;20102;20121;38;4;30;35;4
M;4966;0;20102;20122;39;5;22.5;35;5
M;4966;0;20102;20131;40;6;36;35;6
M;4966;0;20102;20132;41;7;15;35;7
M;4966;0;20102;20141;42;8;36;35;8
M;4966;0;20102;20142;43;9;18;35;9
M;4966;0;20102;20151;44;10;24.5;35;10
M;4966;0;20102;20152;45;10;7;35;11
M;4966;0;20102;20161;46;10;0;35;12
M;4967;0;20132;20132;41;1;22;41;1
M;4967;0;20132;20141;42;2;38;41;2
M;4967;0;20132;20142;43;3;26;41;3
M;4967;0;20132;20151;44;4;35;41;4
M;4967;0;20132;20152;45;5;30;41;5
M;4967;0;20132;20161;46;6;32.5;41;6
W;4968;1;20062;20062;27;1;30;27;1
W;4968;1;20062;20071;28;2;30;27;2
W;4968;1;20062;20072;29;3;31.5;27;3
W;4968;1;20062;20081;30;4;30;27;4
W;4968;1;20062;20082;31;5;30;27;5
W;4968;1;20062;20091;32;-3;0;27;6
W;4968;1;20062;20092;33;-4;0;27;7
W;4968;1;20062;20101;34;6;31.5;27;8
W;4968;1;20062;20102;35;7;0;27;9
W;4968;1;20062;20111;36;8;30;27;10
W;4968;1;20062;20112;37;-5;0;27;11
K;4969;1;19952;19952;5;1;25.5;5;1
K;4969;1;19952;19961;6;2;31.5;5;2
K;4969;1;19952;19962;7;3;24;5;3
K;4969;1;19952;19971;8;4;40.5;5;4
K;4969;1;19952;19972;9;5;31.5;5;5
K;4969;1;19952;19981;10;-3;0;5;6
K;4969;1;19952;19982;11;-3;0;5;7
K;4969;1;19952;19991;12;8;46.5;5;8
K;4969;1;19952;19992;13;9;22.5;5;9
K;4969;1;19952;20001;14;9;30;5;10
K;4969;1;19952;20002;15;-5;0;5;11
V;4970;1;20142;20142;43;1;10.5;43;1
V;4970;1;20142;20151;44;2;8;43;2
V;4970;1;20142;20152;45;-4;0;43;3
V;4970;1;20142;20161;46;-7;0;43;4
F;4971;0;20122;20122;39;1;30;39;1
F;4971;0;20122;20131;40;2;30;39;2
F;4971;0;20122;20132;41;3;42.5;39;3
F;4971;0;20122;20141;42;4;30;39;4
F;4971;0;20122;20142;43;5;29;39;5
F;4971;0;20122;20151;44;6;31.5;39;6
F;4971;0;20122;20152;45;7;31.5;39;7
F;4971;0;20122;20161;46;8;37.5;39;8
V;4972;1;20112;20112;37;1;23.5;37;1
V;4972;1;20112;20121;38;2;33.5;37;2
V;4972;1;20112;20122;39;3;33.5;37;3
V;4972;1;20112;20131;40;4;29.5;37;4
V;4972;1;20112;20132;41;5;30;37;5
V;4972;1;20112;20141;42;6;37.5;37;6
V;4972;1;20112;20142;43;7;45;37;7
V;4972;1;20112;20151;44;8;37.5;37;8
V;4972;1;20112;20152;45;9;15;37;9
V;4972;1;20112;20161;46;-5;30;37;10
V;4973;0;20022;20022;19;1;22.5;19;1
V;4973;0;20022;20031;20;2;30;19;2
V;4973;0;20022;20032;21;3;25.5;19;3
V;4973;0;20022;20041;22;4;30;19;4
V;4973;0;20022;20042;23;5;30;19;5
V;4973;0;20022;20051;24;6;21;19;6
V;4973;0;20022;20052;25;7;28.5;19;7
V;4973;0;20022;20061;26;7;31.5;19;8
V;4973;0;20022;20062;27;8;6;19;9
V;4973;0;20022;20071;28;9;7.5;19;10
V;4973;0;20022;20072;29;-4;0;19;11
V;4973;0;20022;20081;30;-4;0;19;12
V;4973;0;20022;20082;31;9;0;19;13
V;4973;0;20022;20091;32;-4;0;19;14
V;4973;0;20022;20092;33;-4;0;19;15
V;4973;0;20022;20101;34;-4;0;19;16
V;4973;0;20022;20102;35;-4;0;19;17
V;4973;0;20022;20111;36;-4;0;19;18
V;4973;0;20022;20112;37;-4;0;19;19
V;4973;0;20022;20121;38;-7;0;19;20
E;4974;0;20092;20092;33;1;14.5;33;1
E;4974;0;20092;20101;34;2;31.5;33;2
E;4974;0;20092;20102;35;3;35;33;3
E;4974;0;20092;20111;36;4;25.5;33;4
E;4974;0;20092;20112;37;5;21;33;5
E;4974;0;20092;20121;38;6;33;33;6
E;4974;0;20092;20122;39;7;36;33;7
E;4974;0;20092;20131;40;8;29.5;33;8
E;4974;0;20092;20132;41;9;36;33;9
E;4974;0;20092;20141;42;10;20.5;33;10
E;4974;0;20092;20142;43;10;30;33;11
E;4974;0;20092;20151;44;-5;0;33;12
K;4975;1;19932;19932;1;1;28.5;1;1
K;4975;1;19932;19941;2;2;30;1;2
K;4975;1;19932;19942;3;3;28.5;1;3
K;4975;1;19932;19951;4;4;33;1;4
K;4975;1;19932;19952;5;5;15;1;5
K;4975;1;19932;19961;6;6;37.5;1;6
K;4975;1;19932;19962;7;-4;0;1;7
K;4975;1;19932;19971;8;-4;4.5;1;8
K;4975;1;19932;19972;9;7;21;1;9
K;4975;1;19932;19981;10;8;22.5;1;10
K;4975;1;19932;19982;11;8;16.5;1;11
K;4975;1;19932;19991;12;9;12;1;12
K;4975;1;19932;19992;13;9;30;1;13
K;4975;1;19932;20001;14;-5;0;1;14
D;4976;0;19952;19952;5;1;3;5;1
D;4976;0;19952;19961;6;2;7.5;5;2
D;4976;0;19952;19962;7;2;0;5;3
D;4976;0;19952;19971;8;2;22.5;5;4
D;4976;0;19952;19972;9;3;19.5;5;5
D;4976;0;19952;19981;10;4;31.5;5;6
D;4976;0;19952;19982;11;5;21;5;7
D;4976;0;19952;19991;12;6;24;5;8
D;4976;0;19952;19992;13;6;34.5;5;9
D;4976;0;19952;20001;14;6;33;5;10
D;4976;0;19952;20002;15;7;13.5;5;11
D;4976;0;19952;20011;16;8;42;5;12
D;4976;0;19952;20012;17;9;7.5;5;13
D;4976;0;19952;20021;18;-5;37.5;5;14
M;4977;1;20032;20032;21;1;6;21;1
M;4977;1;20032;20041;22;-2;0;21;2
M;4977;1;20032;20042;23;-2;0;21;3
M;4977;1;20032;20051;24;-4;0;21;4
M;4977;1;20032;20052;25;-4;0;21;5
M;4977;1;20032;20061;26;-4;0;21;6
M;4977;1;20032;20062;27;-4;0;21;7
M;4977;1;20032;20071;28;-4;0;21;8
M;4977;1;20032;20072;29;-4;0;21;9
M;4977;1;20032;20081;30;-4;0;21;10
M;4977;1;20032;20082;31;-4;0;21;11
M;4977;1;20032;20091;32;-4;0;21;12
M;4977;1;20032;20092;33;-4;0;21;13
